"","x"
"1","Tursiops_truncatus"
"2","Jaculus_jaculus"
"3","Papio_anubis"
"4","Macaca_nemestrina"
"5","Phascolarctos_cinereus"
"6","Pan_troglodytes"
"7","Sarcophilus_harrisii"
"8","Bison_bison"
"9","Felis_catus"
"10","Colobus_angolensis_palliatus"
"11","Microcebus_murinus"
"12","Neovison_vison"
"13","Nomascus_leucogenys"
"14","Loxodonta_africana"
"15","Mus_caroli"
"16","Macaca_mulatta"
"17","Mesocricetus_auratus"
"18","Mustela_putorius_furo"
"19","Cavia_porcellus"
"20","Pongo_abelii"
"21","Cebus_capucinus_imitator"
"22","Octodon_degus"
"23","Myotis_lucifugus"
"24","Ictidomys_tridecemlineatus"
"25","Panthera_pardus"
"26","Meriones_unguiculatus"
"27","Vombatus_ursinus"
"28","Capra_hircus"
"29","Panthera_tigris_altaica"
"30","Bos_taurus"
"31","Dasypus_novemcinctus"
"32","Rattus_norvegicus"
"33","Cercocebus_atys"
"34","Ailuropoda_melanoleuca"
"35","Pan_paniscus"
"36","Callithrix_jacchus"
"37","Canis_familiaris"
"38","Gorilla_gorilla"
"39","Sus_scrofa"
"40","Monodelphis_domestica"
"41","Equus_caballus"
"42","Chinchilla_lanigera"
"43","Marmota"
"44","Ursus_americanus"
"45","Equus_asinus_asinus"
"46","Macaca_fascicularis"
"47","Peromyscus_maniculatus_bairdii"
"48","Dipodomys_ordii"
"49","Castor_canadensis"
"50","Saimiri_boliviensis_boliviensis"
