"","x"
"1","Panthera_tigris_altaica"
"2","Marmota"
"3","Vulpes_vulpes"
"4","Pan_paniscus"
"5","Papio_anubis"
"6","Callithrix_jacchus"
"7","Octodon_degus"
"8","Phascolarctos_cinereus"
"9","Microcebus_murinus"
"10","Capra_hircus"
"11","Cebus_capucinus_imitator"
"12","Chinchilla_lanigera"
"13","Ovis_aries"
"14","Bison_bison"
"15","Macaca_nemestrina"
"16","Sus_scrofa"
"17","Neovison_vison"
"18","Rattus_norvegicus"
"19","Equus_caballus"
"20","Dipodomys_ordii"
"21","Homo_sapiens"
"22","Peromyscus_maniculatus_bairdii"
"23","Colobus_angolensis_palliatus"
"24","Felis_catus"
"25","Carlito_syrichta"
"26","Canis_familiaris"
"27","Mesocricetus_auratus"
"28","Meriones_unguiculatus"
"29","Ictidomys_tridecemlineatus"
"30","Mustela_putorius_furo"
"31","Ailuropoda_melanoleuca"
"32","Chlorocebus_sabaeus"
"33","Dasypus_novemcinctus"
"34","Saimiri_boliviensis_boliviensis"
"35","Loxodonta_africana"
"36","Oryctolagus_cuniculus"
"37","Ursus_americanus"
"38","Gorilla_gorilla"
"39","Pongo_abelii"
"40","Tursiops_truncatus"
"41","Nomascus_leucogenys"
"42","Mus_musculus"
"43","Castor_canadensis"
"44","Sarcophilus_harrisii"
"45","Vombatus_ursinus"
"46","Myotis_lucifugus"
"47","Otolemur_garnettii"
"48","Macaca_fascicularis"
"49","Ursus_maritimus"
"50","Microtus_ochrogaster"
