"","x"
"1","Rattus_norvegicus"
"2","Chlorocebus_sabaeus"
"3","Oryctolagus_cuniculus"
"4","Tursiops_truncatus"
"5","Phascolarctos_cinereus"
"6","Cebus_capucinus_imitator"
"7","Papio_anubis"
"8","Ursus_americanus"
"9","Microcebus_murinus"
"10","Pan_troglodytes"
"11","Marmota"
"12","Nomascus_leucogenys"
"13","Myotis_lucifugus"
"14","Mesocricetus_auratus"
"15","Ovis_aries"
"16","Ailuropoda_melanoleuca"
"17","Sarcophilus_harrisii"
"18","Dipodomys_ordii"
"19","Octodon_degus"
"20","Castor_canadensis"
"21","Mus_musculus"
"22","Ursus_maritimus"
"23","Canis_familiaris"
"24","Bos_taurus"
"25","Jaculus_jaculus"
"26","Macaca_nemestrina"
"27","Gorilla_gorilla"
"28","Saimiri_boliviensis_boliviensis"
"29","Otolemur_garnettii"
"30","Macaca_mulatta"
"31","Loxodonta_africana"
"32","Neovison_vison"
"33","Felis_catus"
"34","Macaca_fascicularis"
"35","Chinchilla_lanigera"
"36","Panthera_tigris_altaica"
"37","Peromyscus_maniculatus_bairdii"
"38","Pongo_abelii"
"39","Callithrix_jacchus"
"40","Pan_paniscus"
"41","Equus_asinus_asinus"
"42","Microtus_ochrogaster"
"43","Mustela_putorius_furo"
"44","Monodelphis_domestica"
"45","Panthera_pardus"
"46","Sus_scrofa"
"47","Colobus_angolensis_palliatus"
"48","Equus_caballus"
"49","Vombatus_ursinus"
"50","Mus_caroli"
