"","x"
"1","Mus_musculus"
"2","Microcebus_murinus"
"3","Nomascus_leucogenys"
"4","Equus_caballus"
"5","Macaca_mulatta"
"6","Pongo_abelii"
"7","Felis_catus"
"8","Mustela_putorius_furo"
"9","Microtus_ochrogaster"
"10","Chinchilla_lanigera"
"11","Pteropus_vampyrus"
"12","Papio_anubis"
"13","Ovis_aries"
"14","Pan_paniscus"
"15","Peromyscus_maniculatus_bairdii"
"16","Colobus_angolensis_palliatus"
"17","Pan_troglodytes"
"18","Callithrix_jacchus"
"19","Ursus_americanus"
"20","Capra_hircus"
"21","Saimiri_boliviensis_boliviensis"
"22","Marmota"
"23","Dasypus_novemcinctus"
"24","Rattus_norvegicus"
"25","Gorilla_gorilla"
"26","Cavia_porcellus"
"27","Cercocebus_atys"
"28","Bison_bison"
"29","Equus_asinus_asinus"
"30","Ursus_maritimus"
"31","Octodon_degus"
"32","Vombatus_ursinus"
"33","Jaculus_jaculus"
"34","Sus_scrofa"
"35","Myotis_lucifugus"
"36","Tursiops_truncatus"
"37","Vulpes_vulpes"
"38","Mus_caroli"
"39","Panthera_pardus"
"40","Phascolarctos_cinereus"
"41","Cebus_capucinus_imitator"
"42","Castor_canadensis"
"43","Chlorocebus_sabaeus"
"44","Otolemur_garnettii"
"45","Macaca_nemestrina"
"46","Mesocricetus_auratus"
"47","Homo_sapiens"
"48","Neovison_vison"
"49","Oryctolagus_cuniculus"
"50","Ailuropoda_melanoleuca"
