"","x"
"1","Macaca_fascicularis"
"2","Meriones_unguiculatus"
"3","Ovis_aries"
"4","Cavia_porcellus"
"5","Macaca_mulatta"
"6","Ailuropoda_melanoleuca"
"7","Dasypus_novemcinctus"
"8","Peromyscus_maniculatus_bairdii"
"9","Castor_canadensis"
"10","Rattus_norvegicus"
"11","Callithrix_jacchus"
"12","Mus_caroli"
"13","Equus_caballus"
"14","Oryctolagus_cuniculus"
"15","Bison_bison"
"16","Panthera_tigris_altaica"
"17","Phascolarctos_cinereus"
"18","Nomascus_leucogenys"
"19","Sus_scrofa"
"20","Neovison_vison"
"21","Sarcophilus_harrisii"
"22","Cebus_capucinus_imitator"
"23","Mus_musculus"
"24","Pan_paniscus"
"25","Carlito_syrichta"
"26","Pongo_abelii"
"27","Colobus_angolensis_palliatus"
"28","Panthera_pardus"
"29","Pteropus_vampyrus"
"30","Mesocricetus_auratus"
"31","Chinchilla_lanigera"
"32","Jaculus_jaculus"
"33","Capra_hircus"
"34","Homo_sapiens"
"35","Ursus_maritimus"
"36","Loxodonta_africana"
"37","Marmota"
"38","Myotis_lucifugus"
"39","Otolemur_garnettii"
"40","Papio_anubis"
"41","Equus_asinus_asinus"
"42","Vombatus_ursinus"
"43","Ursus_americanus"
"44","Cercocebus_atys"
"45","Microtus_ochrogaster"
"46","Chlorocebus_sabaeus"
"47","Monodelphis_domestica"
"48","Saimiri_boliviensis_boliviensis"
"49","Tursiops_truncatus"
"50","Octodon_degus"
