"","x"
"1","Sarcophilus_harrisii"
"2","Dipodomys_ordii"
"3","Cercocebus_atys"
"4","Chinchilla_lanigera"
"5","Carlito_syrichta"
"6","Loxodonta_africana"
"7","Cebus_capucinus_imitator"
"8","Callithrix_jacchus"
"9","Bison_bison"
"10","Canis_familiaris"
"11","Panthera_pardus"
"12","Rattus_norvegicus"
"13","Capra_hircus"
"14","Gorilla_gorilla"
"15","Myotis_lucifugus"
"16","Colobus_angolensis_palliatus"
"17","Ailuropoda_melanoleuca"
"18","Microcebus_murinus"
"19","Saimiri_boliviensis_boliviensis"
"20","Macaca_mulatta"
"21","Chlorocebus_sabaeus"
"22","Castor_canadensis"
"23","Pteropus_vampyrus"
"24","Oryctolagus_cuniculus"
"25","Vombatus_ursinus"
"26","Mesocricetus_auratus"
"27","Mus_musculus"
"28","Dasypus_novemcinctus"
"29","Octodon_degus"
"30","Mustela_putorius_furo"
"31","Otolemur_garnettii"
"32","Vulpes_vulpes"
"33","Ursus_americanus"
"34","Bos_taurus"
"35","Papio_anubis"
"36","Jaculus_jaculus"
"37","Equus_asinus_asinus"
"38","Pongo_abelii"
"39","Felis_catus"
"40","Panthera_tigris_altaica"
"41","Sus_scrofa"
"42","Ursus_maritimus"
"43","Meriones_unguiculatus"
"44","Nomascus_leucogenys"
"45","Mus_caroli"
"46","Neovison_vison"
"47","Ictidomys_tridecemlineatus"
"48","Tursiops_truncatus"
"49","Peromyscus_maniculatus_bairdii"
"50","Homo_sapiens"
