"","x"
"1","Mustela_putorius_furo"
"2","Loxodonta_africana"
"3","Bison_bison"
"4","Myotis_lucifugus"
"5","Ursus_maritimus"
"6","Chinchilla_lanigera"
"7","Rattus_norvegicus"
"8","Mus_caroli"
"9","Microcebus_murinus"
"10","Pan_troglodytes"
"11","Callithrix_jacchus"
"12","Felis_catus"
"13","Papio_anubis"
"14","Nomascus_leucogenys"
"15","Bos_taurus"
"16","Dipodomys_ordii"
"17","Cavia_porcellus"
"18","Sus_scrofa"
"19","Dasypus_novemcinctus"
"20","Mus_musculus"
"21","Neovison_vison"
"22","Mesocricetus_auratus"
"23","Capra_hircus"
"24","Ursus_americanus"
"25","Ailuropoda_melanoleuca"
"26","Macaca_mulatta"
"27","Equus_caballus"
"28","Oryctolagus_cuniculus"
"29","Panthera_pardus"
"30","Carlito_syrichta"
"31","Pongo_abelii"
"32","Microtus_ochrogaster"
"33","Vombatus_ursinus"
"34","Meriones_unguiculatus"
"35","Equus_asinus_asinus"
"36","Castor_canadensis"
"37","Ictidomys_tridecemlineatus"
"38","Octodon_degus"
"39","Panthera_tigris_altaica"
"40","Otolemur_garnettii"
"41","Vulpes_vulpes"
"42","Ovis_aries"
"43","Colobus_angolensis_palliatus"
"44","Cercocebus_atys"
"45","Marmota"
"46","Phascolarctos_cinereus"
"47","Peromyscus_maniculatus_bairdii"
"48","Chlorocebus_sabaeus"
"49","Cebus_capucinus_imitator"
"50","Monodelphis_domestica"
