"","x"
"1","Mus_musculus"
"2","Dasypus_novemcinctus"
"3","Cebus_capucinus_imitator"
"4","Pan_paniscus"
"5","Ursus_maritimus"
"6","Papio_anubis"
"7","Ovis_aries"
"8","Peromyscus_maniculatus_bairdii"
"9","Loxodonta_africana"
"10","Felis_catus"
"11","Panthera_tigris_altaica"
"12","Microtus_ochrogaster"
"13","Canis_familiaris"
"14","Pan_troglodytes"
"15","Rattus_norvegicus"
"16","Callithrix_jacchus"
"17","Chinchilla_lanigera"
"18","Otolemur_garnettii"
"19","Chlorocebus_sabaeus"
"20","Vombatus_ursinus"
"21","Equus_caballus"
"22","Myotis_lucifugus"
"23","Capra_hircus"
"24","Sus_scrofa"
"25","Pteropus_vampyrus"
"26","Tursiops_truncatus"
"27","Bison_bison"
"28","Nomascus_leucogenys"
"29","Meriones_unguiculatus"
"30","Mesocricetus_auratus"
"31","Neovison_vison"
"32","Carlito_syrichta"
"33","Saimiri_boliviensis_boliviensis"
"34","Cercocebus_atys"
"35","Microcebus_murinus"
"36","Jaculus_jaculus"
"37","Gorilla_gorilla"
"38","Macaca_fascicularis"
"39","Macaca_nemestrina"
"40","Castor_canadensis"
"41","Ailuropoda_melanoleuca"
"42","Colobus_angolensis_palliatus"
"43","Octodon_degus"
"44","Mus_caroli"
"45","Vulpes_vulpes"
"46","Pongo_abelii"
"47","Phascolarctos_cinereus"
"48","Ictidomys_tridecemlineatus"
"49","Marmota"
"50","Mustela_putorius_furo"
