"","x"
"1","Pan_paniscus"
"2","Dipodomys_ordii"
"3","Vulpes_vulpes"
"4","Sarcophilus_harrisii"
"5","Octodon_degus"
"6","Panthera_tigris_altaica"
"7","Mus_musculus"
"8","Loxodonta_africana"
"9","Homo_sapiens"
"10","Otolemur_garnettii"
"11","Equus_caballus"
"12","Ursus_maritimus"
"13","Macaca_fascicularis"
"14","Chlorocebus_sabaeus"
"15","Jaculus_jaculus"
"16","Dasypus_novemcinctus"
"17","Macaca_mulatta"
"18","Ictidomys_tridecemlineatus"
"19","Felis_catus"
"20","Equus_asinus_asinus"
"21","Mesocricetus_auratus"
"22","Microtus_ochrogaster"
"23","Gorilla_gorilla"
"24","Cercocebus_atys"
"25","Saimiri_boliviensis_boliviensis"
"26","Carlito_syrichta"
"27","Ursus_americanus"
"28","Canis_familiaris"
"29","Pan_troglodytes"
"30","Sus_scrofa"
"31","Peromyscus_maniculatus_bairdii"
"32","Vombatus_ursinus"
"33","Bison_bison"
"34","Tursiops_truncatus"
"35","Papio_anubis"
"36","Microcebus_murinus"
"37","Pteropus_vampyrus"
"38","Myotis_lucifugus"
"39","Panthera_pardus"
"40","Callithrix_jacchus"
"41","Cebus_capucinus_imitator"
"42","Capra_hircus"
"43","Pongo_abelii"
"44","Nomascus_leucogenys"
"45","Cavia_porcellus"
"46","Macaca_nemestrina"
"47","Bos_taurus"
"48","Mustela_putorius_furo"
"49","Ovis_aries"
"50","Rattus_norvegicus"
