"","x"
"1","Phascolarctos_cinereus"
"2","Mus_caroli"
"3","Canis_familiaris"
"4","Bison_bison"
"5","Mus_musculus"
"6","Pteropus_vampyrus"
"7","Rattus_norvegicus"
"8","Octodon_degus"
"9","Mesocricetus_auratus"
"10","Saimiri_boliviensis_boliviensis"
"11","Tursiops_truncatus"
"12","Capra_hircus"
"13","Ailuropoda_melanoleuca"
"14","Jaculus_jaculus"
"15","Papio_anubis"
"16","Equus_asinus_asinus"
"17","Monodelphis_domestica"
"18","Panthera_pardus"
"19","Felis_catus"
"20","Neovison_vison"
"21","Microcebus_murinus"
"22","Macaca_mulatta"
"23","Chlorocebus_sabaeus"
"24","Cebus_capucinus_imitator"
"25","Bos_taurus"
"26","Oryctolagus_cuniculus"
"27","Ursus_americanus"
"28","Cercocebus_atys"
"29","Vombatus_ursinus"
"30","Pongo_abelii"
"31","Chinchilla_lanigera"
"32","Myotis_lucifugus"
"33","Homo_sapiens"
"34","Carlito_syrichta"
"35","Pan_paniscus"
"36","Loxodonta_africana"
"37","Macaca_fascicularis"
"38","Dipodomys_ordii"
"39","Gorilla_gorilla"
"40","Macaca_nemestrina"
"41","Ictidomys_tridecemlineatus"
"42","Peromyscus_maniculatus_bairdii"
"43","Dasypus_novemcinctus"
"44","Mustela_putorius_furo"
"45","Microtus_ochrogaster"
"46","Ursus_maritimus"
"47","Castor_canadensis"
"48","Panthera_tigris_altaica"
"49","Meriones_unguiculatus"
"50","Vulpes_vulpes"
