"","x"
"1","Myotis_lucifugus"
"2","Peromyscus_maniculatus_bairdii"
"3","Dipodomys_ordii"
"4","Cebus_capucinus_imitator"
"5","Canis_familiaris"
"6","Pan_paniscus"
"7","Meriones_unguiculatus"
"8","Dasypus_novemcinctus"
"9","Homo_sapiens"
"10","Octodon_degus"
"11","Macaca_fascicularis"
"12","Ictidomys_tridecemlineatus"
"13","Jaculus_jaculus"
"14","Equus_asinus_asinus"
"15","Callithrix_jacchus"
"16","Pongo_abelii"
"17","Tursiops_truncatus"
"18","Phascolarctos_cinereus"
"19","Gorilla_gorilla"
"20","Mus_caroli"
"21","Bos_taurus"
"22","Mustela_putorius_furo"
"23","Ursus_americanus"
"24","Macaca_nemestrina"
"25","Ovis_aries"
"26","Cavia_porcellus"
"27","Ursus_maritimus"
"28","Vombatus_ursinus"
"29","Mus_musculus"
"30","Sus_scrofa"
"31","Panthera_tigris_altaica"
"32","Colobus_angolensis_palliatus"
"33","Equus_caballus"
"34","Bison_bison"
"35","Cercocebus_atys"
"36","Pan_troglodytes"
"37","Marmota"
"38","Macaca_mulatta"
"39","Capra_hircus"
"40","Papio_anubis"
"41","Neovison_vison"
"42","Rattus_norvegicus"
"43","Mesocricetus_auratus"
"44","Ailuropoda_melanoleuca"
"45","Felis_catus"
"46","Otolemur_garnettii"
"47","Carlito_syrichta"
"48","Chinchilla_lanigera"
"49","Nomascus_leucogenys"
"50","Castor_canadensis"
