"","x"
"1","Neovison_vison"
"2","Ovis_aries"
"3","Octodon_degus"
"4","Rattus_norvegicus"
"5","Pteropus_vampyrus"
"6","Mus_musculus"
"7","Vombatus_ursinus"
"8","Bison_bison"
"9","Ursus_americanus"
"10","Chlorocebus_sabaeus"
"11","Gorilla_gorilla"
"12","Vulpes_vulpes"
"13","Colobus_angolensis_palliatus"
"14","Tursiops_truncatus"
"15","Sarcophilus_harrisii"
"16","Cavia_porcellus"
"17","Myotis_lucifugus"
"18","Oryctolagus_cuniculus"
"19","Sus_scrofa"
"20","Castor_canadensis"
"21","Peromyscus_maniculatus_bairdii"
"22","Dasypus_novemcinctus"
"23","Bos_taurus"
"24","Microtus_ochrogaster"
"25","Mustela_putorius_furo"
"26","Panthera_pardus"
"27","Mus_caroli"
"28","Microcebus_murinus"
"29","Ailuropoda_melanoleuca"
"30","Carlito_syrichta"
"31","Cebus_capucinus_imitator"
"32","Jaculus_jaculus"
"33","Marmota"
"34","Saimiri_boliviensis_boliviensis"
"35","Nomascus_leucogenys"
"36","Pan_troglodytes"
"37","Macaca_mulatta"
"38","Macaca_nemestrina"
"39","Dipodomys_ordii"
"40","Pongo_abelii"
"41","Mesocricetus_auratus"
"42","Meriones_unguiculatus"
"43","Callithrix_jacchus"
"44","Papio_anubis"
"45","Pan_paniscus"
"46","Otolemur_garnettii"
"47","Canis_familiaris"
"48","Capra_hircus"
"49","Equus_caballus"
"50","Phascolarctos_cinereus"
