"","x"
"1","Cercocebus_atys"
"2","Bison_bison"
"3","Mustela_putorius_furo"
"4","Loxodonta_africana"
"5","Ictidomys_tridecemlineatus"
"6","Carlito_syrichta"
"7","Dipodomys_ordii"
"8","Saimiri_boliviensis_boliviensis"
"9","Panthera_tigris_altaica"
"10","Bos_taurus"
"11","Capra_hircus"
"12","Monodelphis_domestica"
"13","Chlorocebus_sabaeus"
"14","Myotis_lucifugus"
"15","Callithrix_jacchus"
"16","Macaca_fascicularis"
"17","Homo_sapiens"
"18","Phascolarctos_cinereus"
"19","Octodon_degus"
"20","Jaculus_jaculus"
"21","Oryctolagus_cuniculus"
"22","Pteropus_vampyrus"
"23","Panthera_pardus"
"24","Cebus_capucinus_imitator"
"25","Peromyscus_maniculatus_bairdii"
"26","Macaca_nemestrina"
"27","Pan_paniscus"
"28","Canis_familiaris"
"29","Gorilla_gorilla"
"30","Meriones_unguiculatus"
"31","Ailuropoda_melanoleuca"
"32","Sarcophilus_harrisii"
"33","Vulpes_vulpes"
"34","Ursus_americanus"
"35","Pan_troglodytes"
"36","Dasypus_novemcinctus"
"37","Macaca_mulatta"
"38","Pongo_abelii"
"39","Rattus_norvegicus"
"40","Tursiops_truncatus"
"41","Mesocricetus_auratus"
"42","Mus_caroli"
"43","Cavia_porcellus"
"44","Chinchilla_lanigera"
"45","Ovis_aries"
"46","Ursus_maritimus"
"47","Marmota"
"48","Castor_canadensis"
"49","Vombatus_ursinus"
"50","Otolemur_garnettii"
