"","x"
"1","Myotis_lucifugus"
"2","Dasypus_novemcinctus"
"3","Mus_caroli"
"4","Phascolarctos_cinereus"
"5","Papio_anubis"
"6","Saimiri_boliviensis_boliviensis"
"7","Macaca_nemestrina"
"8","Carlito_syrichta"
"9","Microcebus_murinus"
"10","Rattus_norvegicus"
"11","Monodelphis_domestica"
"12","Felis_catus"
"13","Sarcophilus_harrisii"
"14","Cercocebus_atys"
"15","Vombatus_ursinus"
"16","Otolemur_garnettii"
"17","Capra_hircus"
"18","Cebus_capucinus_imitator"
"19","Macaca_fascicularis"
"20","Chinchilla_lanigera"
"21","Peromyscus_maniculatus_bairdii"
"22","Microtus_ochrogaster"
"23","Vulpes_vulpes"
"24","Mus_musculus"
"25","Pongo_abelii"
"26","Bison_bison"
"27","Gorilla_gorilla"
"28","Castor_canadensis"
"29","Mustela_putorius_furo"
"30","Neovison_vison"
"31","Callithrix_jacchus"
"32","Cavia_porcellus"
"33","Sus_scrofa"
"34","Ictidomys_tridecemlineatus"
"35","Mesocricetus_auratus"
"36","Ailuropoda_melanoleuca"
"37","Pan_troglodytes"
"38","Pan_paniscus"
"39","Octodon_degus"
"40","Marmota"
"41","Equus_caballus"
"42","Ovis_aries"
"43","Pteropus_vampyrus"
"44","Loxodonta_africana"
"45","Ursus_maritimus"
"46","Panthera_pardus"
"47","Oryctolagus_cuniculus"
"48","Bos_taurus"
"49","Chlorocebus_sabaeus"
"50","Canis_familiaris"
