"","x"
"1","Ursus_maritimus"
"2","Sarcophilus_harrisii"
"3","Sus_scrofa"
"4","Macaca_nemestrina"
"5","Macaca_fascicularis"
"6","Cavia_porcellus"
"7","Ursus_americanus"
"8","Papio_anubis"
"9","Chlorocebus_sabaeus"
"10","Chinchilla_lanigera"
"11","Panthera_pardus"
"12","Callithrix_jacchus"
"13","Monodelphis_domestica"
"14","Meriones_unguiculatus"
"15","Cercocebus_atys"
"16","Pongo_abelii"
"17","Canis_familiaris"
"18","Saimiri_boliviensis_boliviensis"
"19","Microcebus_murinus"
"20","Pan_paniscus"
"21","Ovis_aries"
"22","Loxodonta_africana"
"23","Castor_canadensis"
"24","Mus_caroli"
"25","Capra_hircus"
"26","Rattus_norvegicus"
"27","Ictidomys_tridecemlineatus"
"28","Jaculus_jaculus"
"29","Oryctolagus_cuniculus"
"30","Gorilla_gorilla"
"31","Nomascus_leucogenys"
"32","Bison_bison"
"33","Cebus_capucinus_imitator"
"34","Carlito_syrichta"
"35","Mesocricetus_auratus"
"36","Myotis_lucifugus"
"37","Dasypus_novemcinctus"
"38","Phascolarctos_cinereus"
"39","Homo_sapiens"
"40","Felis_catus"
"41","Mus_musculus"
"42","Macaca_mulatta"
"43","Octodon_degus"
"44","Dipodomys_ordii"
"45","Tursiops_truncatus"
"46","Equus_caballus"
"47","Microtus_ochrogaster"
"48","Pteropus_vampyrus"
"49","Equus_asinus_asinus"
"50","Marmota"
