"","x"
"1","Cebus_capucinus_imitator"
"2","Papio_anubis"
"3","Mus_caroli"
"4","Dasypus_novemcinctus"
"5","Sarcophilus_harrisii"
"6","Otolemur_garnettii"
"7","Ictidomys_tridecemlineatus"
"8","Chlorocebus_sabaeus"
"9","Loxodonta_africana"
"10","Neovison_vison"
"11","Felis_catus"
"12","Homo_sapiens"
"13","Carlito_syrichta"
"14","Pteropus_vampyrus"
"15","Colobus_angolensis_palliatus"
"16","Gorilla_gorilla"
"17","Equus_asinus_asinus"
"18","Meriones_unguiculatus"
"19","Canis_familiaris"
"20","Vombatus_ursinus"
"21","Myotis_lucifugus"
"22","Tursiops_truncatus"
"23","Equus_caballus"
"24","Sus_scrofa"
"25","Ovis_aries"
"26","Octodon_degus"
"27","Cavia_porcellus"
"28","Phascolarctos_cinereus"
"29","Cercocebus_atys"
"30","Macaca_mulatta"
"31","Microcebus_murinus"
"32","Ursus_maritimus"
"33","Chinchilla_lanigera"
"34","Nomascus_leucogenys"
"35","Dipodomys_ordii"
"36","Monodelphis_domestica"
"37","Vulpes_vulpes"
"38","Macaca_fascicularis"
"39","Pan_paniscus"
"40","Pan_troglodytes"
"41","Panthera_tigris_altaica"
"42","Capra_hircus"
"43","Pongo_abelii"
"44","Ursus_americanus"
"45","Jaculus_jaculus"
"46","Microtus_ochrogaster"
"47","Saimiri_boliviensis_boliviensis"
"48","Rattus_norvegicus"
"49","Peromyscus_maniculatus_bairdii"
"50","Mus_musculus"
