"","x"
"1","Octodon_degus"
"2","Felis_catus"
"3","Carlito_syrichta"
"4","Loxodonta_africana"
"5","Capra_hircus"
"6","Peromyscus_maniculatus_bairdii"
"7","Bos_taurus"
"8","Ailuropoda_melanoleuca"
"9","Marmota"
"10","Jaculus_jaculus"
"11","Ictidomys_tridecemlineatus"
"12","Neovison_vison"
"13","Meriones_unguiculatus"
"14","Gorilla_gorilla"
"15","Mesocricetus_auratus"
"16","Phascolarctos_cinereus"
"17","Rattus_norvegicus"
"18","Otolemur_garnettii"
"19","Mustela_putorius_furo"
"20","Chinchilla_lanigera"
"21","Sarcophilus_harrisii"
"22","Canis_familiaris"
"23","Oryctolagus_cuniculus"
"24","Ursus_americanus"
"25","Pan_paniscus"
"26","Cebus_capucinus_imitator"
"27","Microtus_ochrogaster"
"28","Cercocebus_atys"
"29","Colobus_angolensis_palliatus"
"30","Macaca_mulatta"
"31","Equus_caballus"
"32","Cavia_porcellus"
"33","Myotis_lucifugus"
"34","Equus_asinus_asinus"
"35","Callithrix_jacchus"
"36","Vulpes_vulpes"
"37","Panthera_tigris_altaica"
"38","Mus_musculus"
"39","Ovis_aries"
"40","Tursiops_truncatus"
"41","Nomascus_leucogenys"
"42","Pteropus_vampyrus"
"43","Panthera_pardus"
"44","Monodelphis_domestica"
"45","Homo_sapiens"
"46","Macaca_fascicularis"
"47","Bison_bison"
"48","Saimiri_boliviensis_boliviensis"
"49","Macaca_nemestrina"
"50","Pan_troglodytes"
