"","x"
"1","Dipodomys_ordii"
"2","Equus_caballus"
"3","Mus_caroli"
"4","Ictidomys_tridecemlineatus"
"5","Neovison_vison"
"6","Ursus_maritimus"
"7","Ailuropoda_melanoleuca"
"8","Peromyscus_maniculatus_bairdii"
"9","Oryctolagus_cuniculus"
"10","Dasypus_novemcinctus"
"11","Felis_catus"
"12","Saimiri_boliviensis_boliviensis"
"13","Vombatus_ursinus"
"14","Cercocebus_atys"
"15","Cebus_capucinus_imitator"
"16","Equus_asinus_asinus"
"17","Microtus_ochrogaster"
"18","Pteropus_vampyrus"
"19","Pan_troglodytes"
"20","Ursus_americanus"
"21","Vulpes_vulpes"
"22","Macaca_fascicularis"
"23","Nomascus_leucogenys"
"24","Colobus_angolensis_palliatus"
"25","Marmota"
"26","Panthera_tigris_altaica"
"27","Chlorocebus_sabaeus"
"28","Sarcophilus_harrisii"
"29","Jaculus_jaculus"
"30","Microcebus_murinus"
"31","Callithrix_jacchus"
"32","Mustela_putorius_furo"
"33","Gorilla_gorilla"
"34","Castor_canadensis"
"35","Meriones_unguiculatus"
"36","Canis_familiaris"
"37","Macaca_nemestrina"
"38","Mesocricetus_auratus"
"39","Panthera_pardus"
"40","Capra_hircus"
"41","Loxodonta_africana"
"42","Papio_anubis"
"43","Ovis_aries"
"44","Pan_paniscus"
"45","Carlito_syrichta"
"46","Macaca_mulatta"
"47","Bos_taurus"
"48","Mus_musculus"
"49","Homo_sapiens"
"50","Rattus_norvegicus"
