"","x"
"1","Ovis_aries"
"2","Monodelphis_domestica"
"3","Microtus_ochrogaster"
"4","Dasypus_novemcinctus"
"5","Vombatus_ursinus"
"6","Mustela_putorius_furo"
"7","Ursus_maritimus"
"8","Cebus_capucinus_imitator"
"9","Homo_sapiens"
"10","Macaca_fascicularis"
"11","Canis_familiaris"
"12","Saimiri_boliviensis_boliviensis"
"13","Meriones_unguiculatus"
"14","Microcebus_murinus"
"15","Gorilla_gorilla"
"16","Jaculus_jaculus"
"17","Peromyscus_maniculatus_bairdii"
"18","Carlito_syrichta"
"19","Papio_anubis"
"20","Bison_bison"
"21","Ursus_americanus"
"22","Chlorocebus_sabaeus"
"23","Panthera_tigris_altaica"
"24","Nomascus_leucogenys"
"25","Mus_caroli"
"26","Otolemur_garnettii"
"27","Panthera_pardus"
"28","Neovison_vison"
"29","Phascolarctos_cinereus"
"30","Ailuropoda_melanoleuca"
"31","Macaca_mulatta"
"32","Pan_paniscus"
"33","Loxodonta_africana"
"34","Marmota"
"35","Vulpes_vulpes"
"36","Castor_canadensis"
"37","Mus_musculus"
"38","Mesocricetus_auratus"
"39","Myotis_lucifugus"
"40","Ictidomys_tridecemlineatus"
"41","Sarcophilus_harrisii"
"42","Octodon_degus"
"43","Bos_taurus"
"44","Tursiops_truncatus"
"45","Cavia_porcellus"
"46","Rattus_norvegicus"
"47","Sus_scrofa"
"48","Cercocebus_atys"
"49","Equus_caballus"
"50","Colobus_angolensis_palliatus"
