"","x"
"1","Panthera_pardus"
"2","Gorilla_gorilla"
"3","Neovison_vison"
"4","Sus_scrofa"
"5","Canis_familiaris"
"6","Monodelphis_domestica"
"7","Microcebus_murinus"
"8","Chinchilla_lanigera"
"9","Cebus_capucinus_imitator"
"10","Equus_caballus"
"11","Mustela_putorius_furo"
"12","Felis_catus"
"13","Mesocricetus_auratus"
"14","Capra_hircus"
"15","Homo_sapiens"
"16","Pan_troglodytes"
"17","Microtus_ochrogaster"
"18","Bos_taurus"
"19","Phascolarctos_cinereus"
"20","Oryctolagus_cuniculus"
"21","Macaca_mulatta"
"22","Ictidomys_tridecemlineatus"
"23","Dasypus_novemcinctus"
"24","Saimiri_boliviensis_boliviensis"
"25","Nomascus_leucogenys"
"26","Pongo_abelii"
"27","Rattus_norvegicus"
"28","Jaculus_jaculus"
"29","Papio_anubis"
"30","Dipodomys_ordii"
"31","Otolemur_garnettii"
"32","Cercocebus_atys"
"33","Ursus_maritimus"
"34","Sarcophilus_harrisii"
"35","Pteropus_vampyrus"
"36","Castor_canadensis"
"37","Tursiops_truncatus"
"38","Ursus_americanus"
"39","Octodon_degus"
"40","Ailuropoda_melanoleuca"
"41","Vulpes_vulpes"
"42","Peromyscus_maniculatus_bairdii"
"43","Callithrix_jacchus"
"44","Loxodonta_africana"
"45","Meriones_unguiculatus"
"46","Macaca_fascicularis"
"47","Pan_paniscus"
"48","Colobus_angolensis_palliatus"
"49","Equus_asinus_asinus"
"50","Bison_bison"
