"","x"
"1","Vulpes_vulpes"
"2","Ictidomys_tridecemlineatus"
"3","Equus_caballus"
"4","Pan_paniscus"
"5","Saimiri_boliviensis_boliviensis"
"6","Cavia_porcellus"
"7","Monodelphis_domestica"
"8","Sus_scrofa"
"9","Felis_catus"
"10","Cebus_capucinus_imitator"
"11","Canis_familiaris"
"12","Bison_bison"
"13","Dipodomys_ordii"
"14","Cercocebus_atys"
"15","Phascolarctos_cinereus"
"16","Microcebus_murinus"
"17","Papio_anubis"
"18","Microtus_ochrogaster"
"19","Mustela_putorius_furo"
"20","Mus_musculus"
"21","Macaca_nemestrina"
"22","Nomascus_leucogenys"
"23","Pongo_abelii"
"24","Neovison_vison"
"25","Macaca_fascicularis"
"26","Carlito_syrichta"
"27","Ailuropoda_melanoleuca"
"28","Pan_troglodytes"
"29","Mus_caroli"
"30","Chlorocebus_sabaeus"
"31","Macaca_mulatta"
"32","Bos_taurus"
"33","Jaculus_jaculus"
"34","Meriones_unguiculatus"
"35","Chinchilla_lanigera"
"36","Myotis_lucifugus"
"37","Gorilla_gorilla"
"38","Ursus_americanus"
"39","Vombatus_ursinus"
"40","Loxodonta_africana"
"41","Callithrix_jacchus"
"42","Ursus_maritimus"
"43","Oryctolagus_cuniculus"
"44","Panthera_pardus"
"45","Pteropus_vampyrus"
"46","Panthera_tigris_altaica"
"47","Mesocricetus_auratus"
"48","Homo_sapiens"
"49","Sarcophilus_harrisii"
"50","Dasypus_novemcinctus"
