"","x"
"1","Monodelphis_domestica"
"2","Mus_musculus"
"3","Dasypus_novemcinctus"
"4","Equus_caballus"
"5","Callithrix_jacchus"
"6","Phascolarctos_cinereus"
"7","Nomascus_leucogenys"
"8","Pteropus_vampyrus"
"9","Canis_familiaris"
"10","Macaca_mulatta"
"11","Mus_caroli"
"12","Macaca_nemestrina"
"13","Castor_canadensis"
"14","Ictidomys_tridecemlineatus"
"15","Loxodonta_africana"
"16","Jaculus_jaculus"
"17","Pan_paniscus"
"18","Octodon_degus"
"19","Vulpes_vulpes"
"20","Homo_sapiens"
"21","Saimiri_boliviensis_boliviensis"
"22","Ailuropoda_melanoleuca"
"23","Equus_asinus_asinus"
"24","Bos_taurus"
"25","Papio_anubis"
"26","Ovis_aries"
"27","Neovison_vison"
"28","Carlito_syrichta"
"29","Peromyscus_maniculatus_bairdii"
"30","Panthera_pardus"
"31","Mustela_putorius_furo"
"32","Colobus_angolensis_palliatus"
"33","Sarcophilus_harrisii"
"34","Cavia_porcellus"
"35","Bison_bison"
"36","Otolemur_garnettii"
"37","Chlorocebus_sabaeus"
"38","Chinchilla_lanigera"
"39","Meriones_unguiculatus"
"40","Sus_scrofa"
"41","Microtus_ochrogaster"
"42","Macaca_fascicularis"
"43","Tursiops_truncatus"
"44","Vombatus_ursinus"
"45","Pongo_abelii"
"46","Microcebus_murinus"
"47","Pan_troglodytes"
"48","Mesocricetus_auratus"
"49","Marmota"
"50","Felis_catus"
