"","x"
"1","Castor_canadensis"
"2","Jaculus_jaculus"
"3","Ursus_maritimus"
"4","Cebus_capucinus_imitator"
"5","Gorilla_gorilla"
"6","Ursus_americanus"
"7","Carlito_syrichta"
"8","Panthera_pardus"
"9","Mustela_putorius_furo"
"10","Otolemur_garnettii"
"11","Equus_caballus"
"12","Neovison_vison"
"13","Pteropus_vampyrus"
"14","Mus_caroli"
"15","Homo_sapiens"
"16","Microtus_ochrogaster"
"17","Sarcophilus_harrisii"
"18","Mesocricetus_auratus"
"19","Octodon_degus"
"20","Peromyscus_maniculatus_bairdii"
"21","Meriones_unguiculatus"
"22","Macaca_nemestrina"
"23","Chinchilla_lanigera"
"24","Ailuropoda_melanoleuca"
"25","Bos_taurus"
"26","Ovis_aries"
"27","Monodelphis_domestica"
"28","Callithrix_jacchus"
"29","Chlorocebus_sabaeus"
"30","Rattus_norvegicus"
"31","Bison_bison"
"32","Papio_anubis"
"33","Equus_asinus_asinus"
"34","Dipodomys_ordii"
"35","Pongo_abelii"
"36","Vombatus_ursinus"
"37","Marmota"
"38","Pan_troglodytes"
"39","Microcebus_murinus"
"40","Dasypus_novemcinctus"
"41","Cercocebus_atys"
"42","Phascolarctos_cinereus"
"43","Vulpes_vulpes"
"44","Canis_familiaris"
"45","Macaca_mulatta"
"46","Felis_catus"
"47","Sus_scrofa"
"48","Panthera_tigris_altaica"
"49","Mus_musculus"
"50","Nomascus_leucogenys"
