"","x"
"1","Pteropus_vampyrus"
"2","Loxodonta_africana"
"3","Mus_musculus"
"4","Ovis_aries"
"5","Vulpes_vulpes"
"6","Microtus_ochrogaster"
"7","Macaca_fascicularis"
"8","Nomascus_leucogenys"
"9","Carlito_syrichta"
"10","Microcebus_murinus"
"11","Mesocricetus_auratus"
"12","Oryctolagus_cuniculus"
"13","Tursiops_truncatus"
"14","Pongo_abelii"
"15","Peromyscus_maniculatus_bairdii"
"16","Panthera_pardus"
"17","Otolemur_garnettii"
"18","Jaculus_jaculus"
"19","Monodelphis_domestica"
"20","Meriones_unguiculatus"
"21","Chinchilla_lanigera"
"22","Equus_asinus_asinus"
"23","Sus_scrofa"
"24","Myotis_lucifugus"
"25","Cavia_porcellus"
"26","Papio_anubis"
"27","Marmota"
"28","Bison_bison"
"29","Rattus_norvegicus"
"30","Felis_catus"
"31","Chlorocebus_sabaeus"
"32","Homo_sapiens"
"33","Pan_paniscus"
"34","Colobus_angolensis_palliatus"
"35","Cercocebus_atys"
"36","Ursus_americanus"
"37","Neovison_vison"
"38","Bos_taurus"
"39","Dasypus_novemcinctus"
"40","Sarcophilus_harrisii"
"41","Ictidomys_tridecemlineatus"
"42","Castor_canadensis"
"43","Macaca_nemestrina"
"44","Panthera_tigris_altaica"
"45","Macaca_mulatta"
"46","Gorilla_gorilla"
"47","Equus_caballus"
"48","Octodon_degus"
"49","Saimiri_boliviensis_boliviensis"
"50","Cebus_capucinus_imitator"
