"","x"
"1","Dipodomys_ordii"
"2","Equus_caballus"
"3","Felis_catus"
"4","Pan_troglodytes"
"5","Octodon_degus"
"6","Mesocricetus_auratus"
"7","Peromyscus_maniculatus_bairdii"
"8","Meriones_unguiculatus"
"9","Mustela_putorius_furo"
"10","Bos_taurus"
"11","Homo_sapiens"
"12","Nomascus_leucogenys"
"13","Macaca_nemestrina"
"14","Microtus_ochrogaster"
"15","Vulpes_vulpes"
"16","Macaca_mulatta"
"17","Saimiri_boliviensis_boliviensis"
"18","Dasypus_novemcinctus"
"19","Mus_musculus"
"20","Ursus_maritimus"
"21","Monodelphis_domestica"
"22","Panthera_tigris_altaica"
"23","Phascolarctos_cinereus"
"24","Oryctolagus_cuniculus"
"25","Ailuropoda_melanoleuca"
"26","Marmota"
"27","Carlito_syrichta"
"28","Equus_asinus_asinus"
"29","Chinchilla_lanigera"
"30","Vombatus_ursinus"
"31","Panthera_pardus"
"32","Pan_paniscus"
"33","Papio_anubis"
"34","Pongo_abelii"
"35","Cavia_porcellus"
"36","Gorilla_gorilla"
"37","Canis_familiaris"
"38","Jaculus_jaculus"
"39","Tursiops_truncatus"
"40","Ictidomys_tridecemlineatus"
"41","Capra_hircus"
"42","Mus_caroli"
"43","Bison_bison"
"44","Neovison_vison"
"45","Chlorocebus_sabaeus"
"46","Cebus_capucinus_imitator"
"47","Loxodonta_africana"
"48","Microcebus_murinus"
"49","Macaca_fascicularis"
"50","Cercocebus_atys"
