"","x"
"1","Ailuropoda_melanoleuca"
"2","Microcebus_murinus"
"3","Otolemur_garnettii"
"4","Rattus_norvegicus"
"5","Gorilla_gorilla"
"6","Equus_caballus"
"7","Nomascus_leucogenys"
"8","Bos_taurus"
"9","Octodon_degus"
"10","Monodelphis_domestica"
"11","Pongo_abelii"
"12","Bison_bison"
"13","Jaculus_jaculus"
"14","Felis_catus"
"15","Mus_caroli"
"16","Microtus_ochrogaster"
"17","Cebus_capucinus_imitator"
"18","Carlito_syrichta"
"19","Myotis_lucifugus"
"20","Cavia_porcellus"
"21","Papio_anubis"
"22","Chlorocebus_sabaeus"
"23","Callithrix_jacchus"
"24","Canis_familiaris"
"25","Panthera_pardus"
"26","Equus_asinus_asinus"
"27","Pan_troglodytes"
"28","Loxodonta_africana"
"29","Macaca_mulatta"
"30","Saimiri_boliviensis_boliviensis"
"31","Meriones_unguiculatus"
"32","Vulpes_vulpes"
"33","Ovis_aries"
"34","Capra_hircus"
"35","Macaca_nemestrina"
"36","Macaca_fascicularis"
"37","Mustela_putorius_furo"
"38","Marmota"
"39","Colobus_angolensis_palliatus"
"40","Pteropus_vampyrus"
"41","Mus_musculus"
"42","Sarcophilus_harrisii"
"43","Homo_sapiens"
"44","Ursus_americanus"
"45","Oryctolagus_cuniculus"
"46","Vombatus_ursinus"
"47","Neovison_vison"
"48","Chinchilla_lanigera"
"49","Pan_paniscus"
"50","Castor_canadensis"
