"","x"
"1","Callithrix_jacchus"
"2","Vulpes_vulpes"
"3","Equus_caballus"
"4","Bison_bison"
"5","Mustela_putorius_furo"
"6","Macaca_mulatta"
"7","Oryctolagus_cuniculus"
"8","Chlorocebus_sabaeus"
"9","Phascolarctos_cinereus"
"10","Meriones_unguiculatus"
"11","Mus_caroli"
"12","Equus_asinus_asinus"
"13","Dipodomys_ordii"
"14","Neovison_vison"
"15","Tursiops_truncatus"
"16","Cercocebus_atys"
"17","Octodon_degus"
"18","Mus_musculus"
"19","Chinchilla_lanigera"
"20","Castor_canadensis"
"21","Myotis_lucifugus"
"22","Ursus_maritimus"
"23","Macaca_nemestrina"
"24","Canis_familiaris"
"25","Pan_troglodytes"
"26","Saimiri_boliviensis_boliviensis"
"27","Otolemur_garnettii"
"28","Nomascus_leucogenys"
"29","Papio_anubis"
"30","Loxodonta_africana"
"31","Ursus_americanus"
"32","Microtus_ochrogaster"
"33","Ictidomys_tridecemlineatus"
"34","Peromyscus_maniculatus_bairdii"
"35","Gorilla_gorilla"
"36","Jaculus_jaculus"
"37","Homo_sapiens"
"38","Marmota"
"39","Rattus_norvegicus"
"40","Colobus_angolensis_palliatus"
"41","Pongo_abelii"
"42","Macaca_fascicularis"
"43","Monodelphis_domestica"
"44","Pteropus_vampyrus"
"45","Cavia_porcellus"
"46","Sus_scrofa"
"47","Carlito_syrichta"
"48","Panthera_tigris_altaica"
"49","Panthera_pardus"
"50","Capra_hircus"
