"","x"
"1","Mesocricetus_auratus"
"2","Homo_sapiens"
"3","Cavia_porcellus"
"4","Gorilla_gorilla"
"5","Nomascus_leucogenys"
"6","Vombatus_ursinus"
"7","Macaca_mulatta"
"8","Sus_scrofa"
"9","Equus_asinus_asinus"
"10","Peromyscus_maniculatus_bairdii"
"11","Jaculus_jaculus"
"12","Mus_caroli"
"13","Equus_caballus"
"14","Pongo_abelii"
"15","Carlito_syrichta"
"16","Ictidomys_tridecemlineatus"
"17","Bison_bison"
"18","Capra_hircus"
"19","Pteropus_vampyrus"
"20","Myotis_lucifugus"
"21","Neovison_vison"
"22","Castor_canadensis"
"23","Phascolarctos_cinereus"
"24","Cebus_capucinus_imitator"
"25","Panthera_pardus"
"26","Monodelphis_domestica"
"27","Rattus_norvegicus"
"28","Meriones_unguiculatus"
"29","Panthera_tigris_altaica"
"30","Canis_familiaris"
"31","Ovis_aries"
"32","Chinchilla_lanigera"
"33","Pan_paniscus"
"34","Dasypus_novemcinctus"
"35","Colobus_angolensis_palliatus"
"36","Otolemur_garnettii"
"37","Dipodomys_ordii"
"38","Saimiri_boliviensis_boliviensis"
"39","Ursus_americanus"
"40","Bos_taurus"
"41","Cercocebus_atys"
"42","Mus_musculus"
"43","Callithrix_jacchus"
"44","Loxodonta_africana"
"45","Chlorocebus_sabaeus"
"46","Oryctolagus_cuniculus"
"47","Octodon_degus"
"48","Microtus_ochrogaster"
"49","Felis_catus"
"50","Tursiops_truncatus"
