"","x"
"1","Vulpes_vulpes"
"2","Neovison_vison"
"3","Microcebus_murinus"
"4","Pteropus_vampyrus"
"5","Ailuropoda_melanoleuca"
"6","Oryctolagus_cuniculus"
"7","Castor_canadensis"
"8","Microtus_ochrogaster"
"9","Homo_sapiens"
"10","Phascolarctos_cinereus"
"11","Rattus_norvegicus"
"12","Mus_musculus"
"13","Monodelphis_domestica"
"14","Pongo_abelii"
"15","Mus_caroli"
"16","Sus_scrofa"
"17","Marmota"
"18","Ursus_americanus"
"19","Panthera_pardus"
"20","Callithrix_jacchus"
"21","Colobus_angolensis_palliatus"
"22","Dasypus_novemcinctus"
"23","Peromyscus_maniculatus_bairdii"
"24","Equus_caballus"
"25","Cercocebus_atys"
"26","Gorilla_gorilla"
"27","Meriones_unguiculatus"
"28","Cavia_porcellus"
"29","Canis_familiaris"
"30","Mustela_putorius_furo"
"31","Papio_anubis"
"32","Ictidomys_tridecemlineatus"
"33","Loxodonta_africana"
"34","Felis_catus"
"35","Macaca_nemestrina"
"36","Capra_hircus"
"37","Bison_bison"
"38","Pan_troglodytes"
"39","Ursus_maritimus"
"40","Macaca_mulatta"
"41","Mesocricetus_auratus"
"42","Saimiri_boliviensis_boliviensis"
"43","Otolemur_garnettii"
"44","Chlorocebus_sabaeus"
"45","Cebus_capucinus_imitator"
"46","Dipodomys_ordii"
"47","Pan_paniscus"
"48","Bos_taurus"
"49","Nomascus_leucogenys"
"50","Ovis_aries"
