"","x"
"1","Octodon_degus"
"2","Ursus_maritimus"
"3","Microcebus_murinus"
"4","Castor_canadensis"
"5","Macaca_mulatta"
"6","Ovis_aries"
"7","Pteropus_vampyrus"
"8","Pan_paniscus"
"9","Ursus_americanus"
"10","Macaca_fascicularis"
"11","Jaculus_jaculus"
"12","Oryctolagus_cuniculus"
"13","Dasypus_novemcinctus"
"14","Papio_anubis"
"15","Felis_catus"
"16","Sus_scrofa"
"17","Otolemur_garnettii"
"18","Mus_musculus"
"19","Cercocebus_atys"
"20","Rattus_norvegicus"
"21","Capra_hircus"
"22","Gorilla_gorilla"
"23","Vulpes_vulpes"
"24","Neovison_vison"
"25","Equus_asinus_asinus"
"26","Mustela_putorius_furo"
"27","Microtus_ochrogaster"
"28","Bison_bison"
"29","Canis_familiaris"
"30","Pan_troglodytes"
"31","Vombatus_ursinus"
"32","Myotis_lucifugus"
"33","Loxodonta_africana"
"34","Carlito_syrichta"
"35","Callithrix_jacchus"
"36","Cebus_capucinus_imitator"
"37","Monodelphis_domestica"
"38","Dipodomys_ordii"
"39","Equus_caballus"
"40","Homo_sapiens"
"41","Cavia_porcellus"
"42","Macaca_nemestrina"
"43","Pongo_abelii"
"44","Phascolarctos_cinereus"
"45","Ailuropoda_melanoleuca"
"46","Chlorocebus_sabaeus"
"47","Ictidomys_tridecemlineatus"
"48","Colobus_angolensis_palliatus"
"49","Chinchilla_lanigera"
"50","Nomascus_leucogenys"
