"","x"
"1","Papio_anubis"
"2","Chinchilla_lanigera"
"3","Otolemur_garnettii"
"4","Bos_taurus"
"5","Macaca_mulatta"
"6","Equus_asinus_asinus"
"7","Mesocricetus_auratus"
"8","Pongo_abelii"
"9","Nomascus_leucogenys"
"10","Equus_caballus"
"11","Sarcophilus_harrisii"
"12","Meriones_unguiculatus"
"13","Felis_catus"
"14","Macaca_nemestrina"
"15","Peromyscus_maniculatus_bairdii"
"16","Cavia_porcellus"
"17","Panthera_tigris_altaica"
"18","Ailuropoda_melanoleuca"
"19","Saimiri_boliviensis_boliviensis"
"20","Homo_sapiens"
"21","Ovis_aries"
"22","Rattus_norvegicus"
"23","Cebus_capucinus_imitator"
"24","Marmota"
"25","Vulpes_vulpes"
"26","Castor_canadensis"
"27","Callithrix_jacchus"
"28","Loxodonta_africana"
"29","Neovison_vison"
"30","Oryctolagus_cuniculus"
"31","Ictidomys_tridecemlineatus"
"32","Sus_scrofa"
"33","Mus_caroli"
"34","Microcebus_murinus"
"35","Pan_paniscus"
"36","Chlorocebus_sabaeus"
"37","Octodon_degus"
"38","Macaca_fascicularis"
"39","Bison_bison"
"40","Ursus_americanus"
"41","Capra_hircus"
"42","Pan_troglodytes"
"43","Microtus_ochrogaster"
"44","Dipodomys_ordii"
"45","Dasypus_novemcinctus"
"46","Panthera_pardus"
"47","Gorilla_gorilla"
"48","Myotis_lucifugus"
"49","Tursiops_truncatus"
"50","Mustela_putorius_furo"
