"","x"
"1","Mustela_putorius_furo"
"2","Equus_caballus"
"3","Dasypus_novemcinctus"
"4","Tursiops_truncatus"
"5","Sarcophilus_harrisii"
"6","Saimiri_boliviensis_boliviensis"
"7","Canis_familiaris"
"8","Microtus_ochrogaster"
"9","Otolemur_garnettii"
"10","Castor_canadensis"
"11","Microcebus_murinus"
"12","Callithrix_jacchus"
"13","Colobus_angolensis_palliatus"
"14","Phascolarctos_cinereus"
"15","Jaculus_jaculus"
"16","Marmota"
"17","Chinchilla_lanigera"
"18","Cavia_porcellus"
"19","Vulpes_vulpes"
"20","Bison_bison"
"21","Ovis_aries"
"22","Gorilla_gorilla"
"23","Ursus_maritimus"
"24","Octodon_degus"
"25","Panthera_pardus"
"26","Pteropus_vampyrus"
"27","Vombatus_ursinus"
"28","Macaca_fascicularis"
"29","Peromyscus_maniculatus_bairdii"
"30","Panthera_tigris_altaica"
"31","Bos_taurus"
"32","Papio_anubis"
"33","Rattus_norvegicus"
"34","Sus_scrofa"
"35","Cercocebus_atys"
"36","Mus_musculus"
"37","Pan_troglodytes"
"38","Equus_asinus_asinus"
"39","Meriones_unguiculatus"
"40","Ursus_americanus"
"41","Neovison_vison"
"42","Ailuropoda_melanoleuca"
"43","Macaca_nemestrina"
"44","Felis_catus"
"45","Mus_caroli"
"46","Homo_sapiens"
"47","Cebus_capucinus_imitator"
"48","Pan_paniscus"
"49","Chlorocebus_sabaeus"
"50","Nomascus_leucogenys"
