"","x"
"1","Myotis_lucifugus"
"2","Panthera_tigris_altaica"
"3","Octodon_degus"
"4","Cercocebus_atys"
"5","Cebus_capucinus_imitator"
"6","Colobus_angolensis_palliatus"
"7","Vombatus_ursinus"
"8","Oryctolagus_cuniculus"
"9","Homo_sapiens"
"10","Neovison_vison"
"11","Dasypus_novemcinctus"
"12","Meriones_unguiculatus"
"13","Bison_bison"
"14","Tursiops_truncatus"
"15","Castor_canadensis"
"16","Mus_musculus"
"17","Rattus_norvegicus"
"18","Mesocricetus_auratus"
"19","Microcebus_murinus"
"20","Ursus_americanus"
"21","Carlito_syrichta"
"22","Sarcophilus_harrisii"
"23","Canis_familiaris"
"24","Pongo_abelii"
"25","Ailuropoda_melanoleuca"
"26","Vulpes_vulpes"
"27","Jaculus_jaculus"
"28","Marmota"
"29","Cavia_porcellus"
"30","Nomascus_leucogenys"
"31","Equus_caballus"
"32","Monodelphis_domestica"
"33","Bos_taurus"
"34","Panthera_pardus"
"35","Ictidomys_tridecemlineatus"
"36","Loxodonta_africana"
"37","Peromyscus_maniculatus_bairdii"
"38","Microtus_ochrogaster"
"39","Chinchilla_lanigera"
"40","Gorilla_gorilla"
"41","Pteropus_vampyrus"
"42","Saimiri_boliviensis_boliviensis"
"43","Dipodomys_ordii"
"44","Callithrix_jacchus"
"45","Pan_paniscus"
"46","Papio_anubis"
"47","Felis_catus"
"48","Mus_caroli"
"49","Macaca_fascicularis"
"50","Ursus_maritimus"
