"","x"
"1","Macaca_mulatta"
"2","Tursiops_truncatus"
"3","Pan_paniscus"
"4","Gorilla_gorilla"
"5","Marmota"
"6","Macaca_fascicularis"
"7","Bison_bison"
"8","Castor_canadensis"
"9","Oryctolagus_cuniculus"
"10","Callithrix_jacchus"
"11","Nomascus_leucogenys"
"12","Panthera_tigris_altaica"
"13","Chinchilla_lanigera"
"14","Saimiri_boliviensis_boliviensis"
"15","Carlito_syrichta"
"16","Microtus_ochrogaster"
"17","Ovis_aries"
"18","Equus_asinus_asinus"
"19","Felis_catus"
"20","Macaca_nemestrina"
"21","Cercocebus_atys"
"22","Mus_musculus"
"23","Rattus_norvegicus"
"24","Mus_caroli"
"25","Loxodonta_africana"
"26","Cavia_porcellus"
"27","Octodon_degus"
"28","Dipodomys_ordii"
"29","Bos_taurus"
"30","Peromyscus_maniculatus_bairdii"
"31","Microcebus_murinus"
"32","Jaculus_jaculus"
"33","Sarcophilus_harrisii"
"34","Neovison_vison"
"35","Equus_caballus"
"36","Ictidomys_tridecemlineatus"
"37","Vombatus_ursinus"
"38","Dasypus_novemcinctus"
"39","Canis_familiaris"
"40","Meriones_unguiculatus"
"41","Pteropus_vampyrus"
"42","Ursus_americanus"
"43","Colobus_angolensis_palliatus"
"44","Papio_anubis"
"45","Vulpes_vulpes"
"46","Capra_hircus"
"47","Myotis_lucifugus"
"48","Cebus_capucinus_imitator"
"49","Panthera_pardus"
"50","Pan_troglodytes"
