"","x"
"1","Pan_paniscus"
"2","Saimiri_boliviensis_boliviensis"
"3","Neovison_vison"
"4","Carlito_syrichta"
"5","Macaca_mulatta"
"6","Sus_scrofa"
"7","Dipodomys_ordii"
"8","Loxodonta_africana"
"9","Microtus_ochrogaster"
"10","Canis_familiaris"
"11","Pteropus_vampyrus"
"12","Papio_anubis"
"13","Colobus_angolensis_palliatus"
"14","Cavia_porcellus"
"15","Mesocricetus_auratus"
"16","Chinchilla_lanigera"
"17","Mus_caroli"
"18","Felis_catus"
"19","Peromyscus_maniculatus_bairdii"
"20","Pongo_abelii"
"21","Gorilla_gorilla"
"22","Vulpes_vulpes"
"23","Ursus_americanus"
"24","Octodon_degus"
"25","Microcebus_murinus"
"26","Monodelphis_domestica"
"27","Panthera_pardus"
"28","Cercocebus_atys"
"29","Ictidomys_tridecemlineatus"
"30","Chlorocebus_sabaeus"
"31","Capra_hircus"
"32","Rattus_norvegicus"
"33","Mustela_putorius_furo"
"34","Jaculus_jaculus"
"35","Oryctolagus_cuniculus"
"36","Meriones_unguiculatus"
"37","Panthera_tigris_altaica"
"38","Myotis_lucifugus"
"39","Cebus_capucinus_imitator"
"40","Pan_troglodytes"
"41","Ailuropoda_melanoleuca"
"42","Equus_asinus_asinus"
"43","Castor_canadensis"
"44","Bison_bison"
"45","Macaca_fascicularis"
"46","Dasypus_novemcinctus"
"47","Phascolarctos_cinereus"
"48","Ursus_maritimus"
"49","Bos_taurus"
"50","Tursiops_truncatus"
