"","x"
"1","Oryctolagus_cuniculus"
"2","Cebus_capucinus_imitator"
"3","Myotis_lucifugus"
"4","Capra_hircus"
"5","Dasypus_novemcinctus"
"6","Cercocebus_atys"
"7","Castor_canadensis"
"8","Ovis_aries"
"9","Pan_paniscus"
"10","Panthera_pardus"
"11","Microtus_ochrogaster"
"12","Chinchilla_lanigera"
"13","Pteropus_vampyrus"
"14","Chlorocebus_sabaeus"
"15","Felis_catus"
"16","Macaca_nemestrina"
"17","Macaca_mulatta"
"18","Marmota"
"19","Peromyscus_maniculatus_bairdii"
"20","Saimiri_boliviensis_boliviensis"
"21","Meriones_unguiculatus"
"22","Nomascus_leucogenys"
"23","Loxodonta_africana"
"24","Ailuropoda_melanoleuca"
"25","Sarcophilus_harrisii"
"26","Pan_troglodytes"
"27","Sus_scrofa"
"28","Homo_sapiens"
"29","Octodon_degus"
"30","Colobus_angolensis_palliatus"
"31","Ursus_americanus"
"32","Carlito_syrichta"
"33","Vulpes_vulpes"
"34","Mus_caroli"
"35","Jaculus_jaculus"
"36","Canis_familiaris"
"37","Pongo_abelii"
"38","Equus_asinus_asinus"
"39","Papio_anubis"
"40","Otolemur_garnettii"
"41","Rattus_norvegicus"
"42","Dipodomys_ordii"
"43","Neovison_vison"
"44","Callithrix_jacchus"
"45","Bos_taurus"
"46","Gorilla_gorilla"
"47","Cavia_porcellus"
"48","Microcebus_murinus"
"49","Bison_bison"
"50","Panthera_tigris_altaica"
