"","x"
"1","Carlito_syrichta"
"2","Cavia_porcellus"
"3","Myotis_lucifugus"
"4","Callithrix_jacchus"
"5","Pan_troglodytes"
"6","Chlorocebus_sabaeus"
"7","Equus_caballus"
"8","Octodon_degus"
"9","Neovison_vison"
"10","Peromyscus_maniculatus_bairdii"
"11","Saimiri_boliviensis_boliviensis"
"12","Vombatus_ursinus"
"13","Sarcophilus_harrisii"
"14","Felis_catus"
"15","Ovis_aries"
"16","Microtus_ochrogaster"
"17","Colobus_angolensis_palliatus"
"18","Monodelphis_domestica"
"19","Capra_hircus"
"20","Papio_anubis"
"21","Loxodonta_africana"
"22","Canis_familiaris"
"23","Dasypus_novemcinctus"
"24","Ictidomys_tridecemlineatus"
"25","Marmota"
"26","Homo_sapiens"
"27","Cercocebus_atys"
"28","Cebus_capucinus_imitator"
"29","Castor_canadensis"
"30","Panthera_tigris_altaica"
"31","Vulpes_vulpes"
"32","Jaculus_jaculus"
"33","Macaca_mulatta"
"34","Ursus_maritimus"
"35","Pteropus_vampyrus"
"36","Macaca_nemestrina"
"37","Macaca_fascicularis"
"38","Tursiops_truncatus"
"39","Pan_paniscus"
"40","Sus_scrofa"
"41","Bison_bison"
"42","Ursus_americanus"
"43","Mustela_putorius_furo"
"44","Panthera_pardus"
"45","Oryctolagus_cuniculus"
"46","Mus_caroli"
"47","Ailuropoda_melanoleuca"
"48","Chinchilla_lanigera"
"49","Gorilla_gorilla"
"50","Equus_asinus_asinus"
