"","x"
"1","Ursus_americanus"
"2","Neovison_vison"
"3","Ursus_maritimus"
"4","Ovis_aries"
"5","Vulpes_vulpes"
"6","Mustela_putorius_furo"
"7","Felis_catus"
"8","Panthera_tigris_altaica"
"9","Oryctolagus_cuniculus"
"10","Panthera_pardus"
"11","Gorilla_gorilla"
"12","Capra_hircus"
"13","Mus_musculus"
"14","Equus_asinus_asinus"
"15","Ictidomys_tridecemlineatus"
"16","Equus_caballus"
"17","Pan_paniscus"
"18","Tursiops_truncatus"
"19","Loxodonta_africana"
"20","Saimiri_boliviensis_boliviensis"
"21","Bos_taurus"
"22","Microcebus_murinus"
"23","Dipodomys_ordii"
"24","Sarcophilus_harrisii"
"25","Castor_canadensis"
"26","Homo_sapiens"
"27","Nomascus_leucogenys"
"28","Otolemur_garnettii"
"29","Mesocricetus_auratus"
"30","Bison_bison"
"31","Peromyscus_maniculatus_bairdii"
"32","Dasypus_novemcinctus"
"33","Pongo_abelii"
"34","Pteropus_vampyrus"
"35","Macaca_mulatta"
"36","Marmota"
"37","Vombatus_ursinus"
"38","Papio_anubis"
"39","Cebus_capucinus_imitator"
"40","Carlito_syrichta"
"41","Monodelphis_domestica"
"42","Ailuropoda_melanoleuca"
"43","Chinchilla_lanigera"
"44","Myotis_lucifugus"
"45","Octodon_degus"
"46","Phascolarctos_cinereus"
"47","Chlorocebus_sabaeus"
"48","Colobus_angolensis_palliatus"
"49","Rattus_norvegicus"
"50","Microtus_ochrogaster"
