"","x"
"1","Mustela_putorius_furo"
"2","Mus_musculus"
"3","Macaca_mulatta"
"4","Microcebus_murinus"
"5","Mus_caroli"
"6","Macaca_nemestrina"
"7","Jaculus_jaculus"
"8","Vombatus_ursinus"
"9","Otolemur_garnettii"
"10","Gorilla_gorilla"
"11","Panthera_tigris_altaica"
"12","Marmota"
"13","Cavia_porcellus"
"14","Ursus_maritimus"
"15","Cebus_capucinus_imitator"
"16","Vulpes_vulpes"
"17","Callithrix_jacchus"
"18","Sus_scrofa"
"19","Chinchilla_lanigera"
"20","Equus_caballus"
"21","Oryctolagus_cuniculus"
"22","Ictidomys_tridecemlineatus"
"23","Pan_paniscus"
"24","Myotis_lucifugus"
"25","Octodon_degus"
"26","Sarcophilus_harrisii"
"27","Ovis_aries"
"28","Felis_catus"
"29","Pongo_abelii"
"30","Dasypus_novemcinctus"
"31","Macaca_fascicularis"
"32","Carlito_syrichta"
"33","Monodelphis_domestica"
"34","Neovison_vison"
"35","Bos_taurus"
"36","Cercocebus_atys"
"37","Capra_hircus"
"38","Dipodomys_ordii"
"39","Mesocricetus_auratus"
"40","Canis_familiaris"
"41","Phascolarctos_cinereus"
"42","Meriones_unguiculatus"
"43","Papio_anubis"
"44","Ailuropoda_melanoleuca"
"45","Bison_bison"
"46","Pteropus_vampyrus"
"47","Pan_troglodytes"
"48","Loxodonta_africana"
"49","Peromyscus_maniculatus_bairdii"
"50","Chlorocebus_sabaeus"
