"","x"
"1","Panthera_pardus"
"2","Colobus_angolensis_palliatus"
"3","Microcebus_murinus"
"4","Rattus_norvegicus"
"5","Mustela_putorius_furo"
"6","Capra_hircus"
"7","Ovis_aries"
"8","Oryctolagus_cuniculus"
"9","Castor_canadensis"
"10","Equus_caballus"
"11","Pan_paniscus"
"12","Octodon_degus"
"13","Ursus_maritimus"
"14","Monodelphis_domestica"
"15","Chlorocebus_sabaeus"
"16","Saimiri_boliviensis_boliviensis"
"17","Vulpes_vulpes"
"18","Macaca_nemestrina"
"19","Carlito_syrichta"
"20","Nomascus_leucogenys"
"21","Papio_anubis"
"22","Ailuropoda_melanoleuca"
"23","Vombatus_ursinus"
"24","Pteropus_vampyrus"
"25","Myotis_lucifugus"
"26","Tursiops_truncatus"
"27","Otolemur_garnettii"
"28","Equus_asinus_asinus"
"29","Bison_bison"
"30","Neovison_vison"
"31","Homo_sapiens"
"32","Dipodomys_ordii"
"33","Sus_scrofa"
"34","Phascolarctos_cinereus"
"35","Mesocricetus_auratus"
"36","Loxodonta_africana"
"37","Marmota"
"38","Meriones_unguiculatus"
"39","Ictidomys_tridecemlineatus"
"40","Sarcophilus_harrisii"
"41","Mus_musculus"
"42","Pongo_abelii"
"43","Canis_familiaris"
"44","Cebus_capucinus_imitator"
"45","Macaca_mulatta"
"46","Bos_taurus"
"47","Pan_troglodytes"
"48","Gorilla_gorilla"
"49","Felis_catus"
"50","Dasypus_novemcinctus"
